folioviv,ingreso_trimestral,educacion_jefe
0913481605,48853.740000000005,6
0913481606,18565.56,8
0913484901,57961.94,8
0913484902,70630.39,10
0913484903,12913.029999999999,3
0913484904,183864.11000000002,6
0913484905,60505.399999999994,5
0913484905,60505.399999999994,6
0913484906,80975.51,6
0913485801,105737.68000000001,8
0913485802,48570.49,6
0913485803,30614.74,8
0913485804,16672.13,5
0913485805,69639.33,6
0913485806,14897.69,10
0913500001,29396.72,3
0913500002,25914.120000000003,6
0913500003,45733.68,10
0913500004,32808.91,6
0913500005,34263.560000000005,6
0913500006,36489.12,4
0913518301,30326.06,4
0913518302,47788.020000000004,8
0913518303,11983.68,4
0913518304,34605.96,6
0913518305,29890.72,1
0913518306,29518.999999999996,3
0913524501,48497.26,1
0913524502,76548.86,4
0913524502,76548.86,6
0913524503,32429.32,1
0913524504,7248.91,3
0913524505,24749.989999999998,5
0913524506,17388.579999999998,4
0913567701,18540.97,3
0913567702,32378.82,5
0913567703,17065.56,3
0913567704,12590.16,10
0913567705,22549.17,6
0913567706,28804.899999999998,6
0913604901,25786.95,8
0913604902,37711.93,6
0913604903,39741.82,8
0913604904,20176.609999999997,10
0913604905,13206.52,6
0913604906,48378.86,6
0913618202,7607.73,3
0913618203,56784.5,4
0913618204,17900.54,1
0913618205,58301.08,8
0913618206,37243.09,7
0913654401,6515.21,3
0913654402,7336.95,6
0913654403,160532.55000000002,9
0913654404,39619.55,6
0913654405,11519.01,4
0913654406,117674.97,6
0913654406,117674.97,8
0913744201,74356.89,6
0913744202,51999.090000000004,4
0913744203,34607.72,8
0913744204,20883.97,10
0913744205,84406.05,8
0913744206,58470.14,10
0913865701,15270.48,4
0913865702,12959.01,1
0913865703,40278.65,7
0913865705,41655.73,6
0913865706,31770.47,6
0913884402,30697.789999999997,6
0913884403,58575.8,7
0913884404,88043.47,8
0913891601,82524.54,10
0913891602,103106.51999999999,10
0913891604,145204.87,9
0913891605,64967.18,8
0913891606,32311.45,6
0914207902,124614.27,10
0914207903,52826.06999999999,9
0914207904,5233.68,7
0914207905,49201.61,10
0914268202,78190.58,10
0914268204,122320.41,10
0914268205,109939.19,4
0914268206,8950.27,4
0914469601,71385.2,8
0914469602,25736.050000000003,8
0914469603,20719.63,10
0914469604,49081.95,6
0914469605,49426.19,3
0914469606,71581.94,11
0914479402,54660.31,9
0914479403,285329.3,11
0914479405,101201.06999999999,10
0914479406,43801.61,6
0914565601,172622.93999999997,8
0914565603,111934.41,4
0914565604,160524.55000000002,10
0914565606,57049.17,8
0914573803,56065.56,7
0914610801,179714.68,6
0914610802,41090.15,3
0914610803,26114.74,3
0914610804,207786.87,11
0914610806,34681.94,8
0914671801,39083.590000000004,6
0914671802,27147.53,3
0914671803,105491.77,5
0914671804,405491.78,11
0914671805,23606.55,6
0914671806,17409.82,4
0914755001,113869.54000000001,6
0914755002,134021.73,8
0914755003,30174.44,3
0914755004,12472.82,8
0914755005,65463.24,6
0914852301,33798.89,8
0914852302,47488.159999999996,6
0914852303,49548.89,6
0914852304,52067.9,1
0914852305,38739.1,3
0914852306,31695.62,3
0914874501,105798.88,3
0914874502,25752.65,6
0914874503,40837.450000000004,1
0914874503,40837.450000000004,6
0914874504,24652.16,3
0914874505,84203.75,4
0914874506,77957.56,6
0915023002,58695.65,9
0915023003,122038.0,10
0915023004,46663.03,8
0915023006,57228.25,10
0915057701,33737.689999999995,3
0915057702,59754.07,8
0915057703,40229.49,5
0915057704,50763.9,1
0915057705,135801.57,9
0915057706,98776.69,4
0915059001,72807.03,10
0915059002,79239.11,6
0915059003,32038.02,10
0915059004,93888.54,4
0915059005,80461.93000000001,10
0915059006,86967.37,10
0915062301,51945.619999999995,3
0915062302,47572.81,8
0915062303,38421.17,4
0915062304,127154.3,10
0915062305,85744.53,8
0915062306,265597.8,10
0915178301,76295.99,10
0915178302,54097.81,6
0915178303,36391.3,10
0915178305,53192.92,11
0915188501,259092.33000000002,8
0915188501,259092.33000000002,9
0915188502,39154.85,6
0915188503,153684.72,11
0915188504,202989.1,11
0915188505,16336.939999999999,6
0915188506,40431.48,8
0915254701,56803.26,10
0915254702,53606.53,10
0915254703,64795.06,11
0915254704,84540.96,10
0915254705,35409.81,5
0915254706,61475.4,11
0915262901,20543.47,4
0915262902,91467.36,10
0915262903,50331.490000000005,6
0915262904,32302.16,6
0915262906,16141.300000000001,5
0915307201,49226.490000000005,11
0915307202,47272.35,9
0915307203,31695.38,4
0915307205,77149.86,5
0915307206,29535.86,3
0915360901,307418.44,11
0915360902,32404.86,6
0915360903,27146.71,9
0915360904,70801.59,6
0915360906,83152.15999999999,8
0915441201,36049.71,6
0915441202,53048.759999999995,4
0915441203,76117.1,6
0915441204,57654.68,6
0915441205,54273.47,8
0915441206,31027.62,10
0915468401,44975.520000000004,10
0915468402,31544.0,4
0915468403,54425.49,8
0915468404,10785.31,3
0915468405,140649.42,10
0915468406,43165.74,6
0915492401,98794.51,10
0915492402,108904.86,4
0915492403,37100.54,4
0915492406,52923.88999999999,8
0915513602,25268.83,4
0915513603,19379.5,4
0915513604,50426.53,4
0915513605,41542.6,6
0915513606,56803.26,11
0915598602,10770.48,4
0915598603,20918.81,3
0915598605,108442.59,10
0915598606,61844.23,6
0915621801,26311.45,6
0915621802,34819.64,6
0915621803,130878.68,10
0915621803,130878.68,7
0915621804,84713.07,9
0915621805,17704.91,4
0915621806,135147.5,10
0915621806,135147.5,8
0915621806,135147.5,10
0915629801,114909.81999999999,10
0915629802,63934.41,5
0915629803,73770.45999999999,6
0915629804,42405.71,10
0915629805,52056.37,8
0915629806,58081.94,10
0915630001,51407.6,6
0915630002,23038.04,6
0915630003,42065.21,4
0915630004,68258.13,8
0915630005,61263.57,6
0915630006,49671.18,6
0915641301,8706.51,5
0915641303,30570.64,10
0915641304,15652.16,3
0915641305,88557.04999999999,4
0915641306,46124.98,8
0915687501,62349.43,6
0915687502,35902.149999999994,7
0915687503,41576.08,10
0915687504,7092.38,6
0915687505,15187.49,6
0915722701,38793.41,6
0915722702,29675.4,3
0915722703,102127.84,8
0915722704,222472.05,4
0915722705,23163.920000000002,5
0915722706,52123.73,6
0915735901,12717.39,6
0915735902,27555.63,8
0915735903,59752.13,5
0915735904,77380.42,4
0915735905,42749.990000000005,5
0915735906,48040.42,10
0915751201,56088.369999999995,6
0915751202,120010.21,9
0915751202,120010.21,5
0915751203,27919.88,4
0915751204,45606.6,4
0915751205,119396.65,8
0915751206,21256.9,4
0915835401,43605.94,4
0915835402,81547.79,10
0915835403,44674.689999999995,8
0915835404,48595.09,4
0915835405,141676.58000000002,10
0915835406,62119.54,8
0915845001,85230.95999999999,11
0915845002,46467.37,9
0915845003,45244.55,6
0915845004,34728.24,4
0915845005,45489.119999999995,11
0915845006,34777.14,4
0915878601,29926.2,3
0915878602,17459.010000000002,3
0915878603,68557.35,8
0915878604,19524.579999999998,6
0915878605,12122.93,8
0915878606,29409.83,6
0915915801,42034.38,6
0915915802,48934.4,3
0915915803,19792.600000000002,6
0915915804,120670.75,3
0915915805,25081.96,4
0915915806,26510.64,10
0915917301,35572.47,3
0915917302,13206.52,6
0915917303,56347.81,10
0915917304,42138.57,8
0915917305,54083.13,4
0915917306,49416.82,8
0915951001,22030.42,6
0915951002,9782.59,8
0915951003,16385.85,6
0915951004,48032.58,8
0915951005,22010.86,4
0915951006,8119.56,6
0916035501,46516.29,7
0916035502,158478.24,10
0916035503,49548.89,6
0916035504,227832.0,10
0916035505,46247.26,6
0916035506,37711.94,4
0916073301,15921.18,4
0916073302,55834.2,6
0916073303,29699.99,6
0916073304,84668.44,4
0916073305,34092.38,4
0916073306,33524.009999999995,6
0916077701,69639.34,3
0916077702,41311.47,8
0916077703,159836.05000000002,10
0916077704,42786.82,8
0916082501,41331.49,3
0916082502,44682.04,4
0916082504,75169.56,10
0916082505,23453.8,6
0916082506,44021.73,6
0916106501,43941.009999999995,8
0916106502,48262.46,1
0916106503,70532.59,7
0916106506,35877.689999999995,6
0916138701,30548.58,8
0916138702,70327.86,9
0916138703,4327.84,3
0916138704,6934.41,7
0916138705,24196.710000000003,3
0916138706,5311.46,6
0916184901,52826.06,10
0916184902,89070.62999999999,6
0916184903,62119.54,10
0916184904,164347.81,11
0916184905,143315.2,10
0916184906,95135.85,10
0916230701,9049.17,7
0916230702,183393.41,11
0916230703,32237.68,6
0916230705,102196.70999999999,10
0916230706,236680.32,10
0916242205,55193.36,11
0916274404,9538.03,10
0916274405,114456.51000000001,8
0916274406,480472.81,11
0916428601,164999.96000000002,9
0916428603,259918.01,10
0916428604,219122.91,10
0916444905,193695.65000000002,11
0916444906,108586.94,10
0916448801,31573.77,10
0916448803,350409.82,10
0916448804,130573.72,10
0916448805,270540.96,10
0916545002,179853.25,10
0916545003,33945.64,3
0916545004,45684.76,4
0916545005,86038.03,10
0916545006,100369.52,10
0916563301,14380.42,4
0916563302,95233.65999999999,10
0916563303,239380.41,10
0916563304,245641.27000000002,11
0916563305,154076.07,11
0916563306,18269.01,10
0916573501,75883.69,10
0916573504,114808.68,11
0916573506,131869.56,10
0916594202,102928.17,11
0916594205,200138.11,10
0916594206,184783.41999999998,11
0916612402,574884.77,10
0916612403,95088.9,10
0916612405,330163.01,10
0916612406,192228.23,10
0916728701,196883.59,11
0916728703,63885.22,10
0916728704,48885.22,8
0916728705,42147.51,6
0916741901,109076.08,11
0916741902,49157.58,8
0916741905,84888.57,4
0916741906,45342.369999999995,8
0916744201,54696.119999999995,10
0916744203,220276.21,10
0916744204,279696.08999999997,11
0916744205,179005.49000000002,11
0916744206,12430.93,1
0916792602,28111.46,10
0916792603,103549.15,9
0916792605,132786.87,9
0916792606,31259.01,11
0916854801,76524.55,6
0916854802,29213.1,6
0916854803,76721.3,10
0916854806,147540.97999999998,8
0916876001,71804.32,4
0916876002,77135.86,6
0916876003,75374.97,1
0916876005,661548.85,9
0916876006,58504.88,6
0916911401,6199.72,8
0916911402,34635.28,6
0916911403,156032.57,8
0916911404,169239.12,11
0916911405,50184.76,10
0916911406,130646.72,10
0916941601,87295.05,10
0916941602,83213.09,4
0916941603,25819.64,8
0916941604,50262.28,10
0916941605,112622.94,10
0916991801,349288.51,11
0916991802,45442.59,8
0916991803,26557.37,10
0916991804,64918.020000000004,10
0916991805,80877.02,10
0916991806,22524.579999999998,9
0917012302,491576.08,11
0917012304,496222.77999999997,11
0917012305,381521.73,11
0917014502,31378.69,10
0917014503,138913.01,10
0917014505,304767.36000000004,10
0917062702,107360.65,10
0917062705,159098.36,10
0917180902,71902.16,11
0917180903,126317.92,11
0917180904,36122.28,9
0917240201,63397.78,10
0917240204,23643.64,10
0917240206,216546.94,11
0917245001,82173.9,8
0917245002,59429.33,10
0917245003,41820.63,9
0917245004,145271.72,10
0917288401,55736.39,6
0917288402,83225.51000000001,3
0917288403,52826.08,4
0917288404,135978.24,10
0917288405,35951.08,8
0917288406,123260.85,10
0917294301,132299.98,10
0917294302,192595.06,10
0917294303,104184.76,10
0917294304,124728.25,11
0917294306,112744.53,11
0917393501,23478.26,10
0917393502,229279.81,8
0917393504,37785.32,10
0917393505,39619.56,6
0917393506,46274.18,4
0917475703,98606.54000000001,8
0917475704,94359.8,11
0917475705,41581.95,6
0917532901,24561.66,6
0917532902,71755.41,5
0917532903,8070.64,3
0917532904,53156.22,7
0917532905,23893.97,6
0917532906,33511.28,3
0917588901,46614.11,8
0917588903,91711.94,8
0917588905,89889.9,9
0917588906,31940.2,9
0917602203,38560.75,5
0917602204,41767.95,10
0917602205,31325.96,10
0917683401,55516.28,10
0917683402,52229.31,6
0917683403,46697.26,8
0917683404,52092.38,10
0917683405,88043.46,4
0917683406,19076.079999999998,4
0917697602,45516.369999999995,6
0917697603,33442.62,8
0917697604,30860.64,11
0917697605,57540.97,11
0917697606,123442.59999999999,10
0917759801,7573.76,3
0917759802,120786.82,10
0917759803,157573.75,10
0917759804,43450.81,4
0917759805,8262.29,8
0917759806,161999.97,8
0917791001,102717.37,4
0917791004,133336.92,11
0917791006,94118.43,5
0917837201,7378.99,8
0917837202,75778.99,6
0917837203,57679.54,6
0917837204,39197.21,6
0917837206,24499.86,6
0917932501,23258.14,10
0917932502,151630.42,10
0917932504,122282.59000000001,10
0917932505,48913.03999999999,11
0917932506,66790.75,10
0918031402,16679.34,3
0918031403,37790.2,6
0918031404,40781.72,3
0918031406,64266.81,3
0918031406,64266.81,3
0918057601,40844.25,8
0918083601,38360.630000000005,8
0918083603,59040.96,10
0918083604,44916.380000000005,8
0918083605,58104.07,6
0918083606,45346.700000000004,8
0918206702,143606.54,10
0918206705,88032.76,11
0918206706,144590.15000000002,10
0918218801,24885.23,3
0918218802,98360.65,11
0918218804,54201.59,6
0918228901,6260.86,4
0918228902,35217.39,6
0918228903,8510.86,3
0918228905,90978.23,5
0918228906,63097.81,8
0918320203,96961.31999999999,11
0918320204,60911.59,10
0918320206,62415.72,10
0918357401,121609.06,10
0918357402,38347.81,7
0918357403,64354.87,10
0918357404,62559.78,10
0918357405,39130.43,8
0918357406,190711.94,11
0918400601,54786.869999999995,6
0918400602,4672.12,4
0918400603,79377.02,10
0918400604,24860.64,4
0918400605,20360.64,4
0918417801,222417.97,10
0918417802,85416.33,6
0918417803,586918.03,10
0918417805,26557.36,9
0918417806,43477.37,11
0918427004,114749.99,8
0918427005,9782.6,10
0918431302,153415.74,10
0918431303,85108.68000000001,10
0918431304,72880.43,10
0918431305,322709.88999999996,9
0918431306,136731.5,10
0918463501,44119.56,10
0918463503,80491.29,9
0918463504,79239.13,10
0918463506,75497.23,11
0918511701,25374.09,8
0918511702,68139.29,5
0918511703,17188.510000000002,5
0918511704,112204.87999999999,8
0918511706,48590.14,5
0918522801,82514.73999999999,7
0918522802,26065.56,11
0918522803,61475.39,9
0918522804,195540.97,10
0918522805,200360.62,11
0918522806,193450.78999999998,10
0918576001,47983.66,7
0918576002,36391.29,6
0918576003,30815.21,8
0918576005,32282.6,6
0918576006,55760.86,4
0918595902,50869.56,11
0918595904,126195.64000000001,10
0918595906,190227.68,6
0918675201,116602.19,10
0918675202,211823.15,10
0918675203,54323.2,4
0918675204,41544.19,8
0918675205,65138.11,8
0918675206,27049.710000000003,8
0918690001,125902.11,10
0918690003,10051.619999999999,10
0918690005,178777.13,6
0918690006,235917.36,10
0918760401,119929.11,8
0918760402,47186.37,6
0918760403,56372.26,8
0918760405,97033.63,6
0918760406,6847.820000000001,10
0918880301,71559.73,6
0918880302,41664.090000000004,6
0918880303,85793.44,8
0918880304,61263.549999999996,6
0918880305,70654.87,4
0918880306,30961.95,6
0918914603,38360.630000000005,7
0918914604,38655.72,8
0918914605,60147.53,8
0918914606,64180.3,10
0918938801,78083.58,6
0918938802,75737.7,10
0918938803,19401.629999999997,1
0918938804,76426.16,4
0918938805,53114.75,10
0918992001,46663.03,1
0918992003,105407.6,10
0918992004,70190.2,10
0918992005,58695.649999999994,6
0919033305,115923.9,11
0919148301,423855.95999999996,10
0919191502,132065.21,11
0919191503,140869.56,10
0919191505,100858.68,11
0919191506,352173.91000000003,10
0919212705,48049.17,9
0919212706,42021.62,10
0919357502,14453.79,4
0919357503,42344.009999999995,3
0919357504,20543.47,8
0919357505,16214.65,10
0919357506,37394.0,4
0919389501,91467.36,10
0919389503,109809.76,10
0919389504,39374.99,10
0919389505,82809.75,10
0919389506,74592.37,10
0919407701,487032.76,10
0919407702,69590.1,4
0919407704,20655.73,6
0919407705,134262.28,10
0919407706,53326.21,6
0919526204,397402.19,8
0919659901,32062.479999999996,8
0919659902,45258.73,10
0919659903,161897.26,11
0919659904,48570.63,10
0919659905,42128.79,11
0919659906,20201.07,6
0919764201,88557.97,10
0919764202,19143.64,7
0919764203,38784.51,6
0919764204,48828.71,8
0919764205,30903.31,9
0919764206,128287.28,10
0919826401,26902.16,4
0919826402,39301.61,10
0919826403,44902.16,10
0919826404,12423.91,6
0919826406,34440.62,8
0919860701,73081.93,8
0919860702,36159.8,5
0919860703,37839.299999999996,6
0919860704,16268.83,4
0919860705,27713.09,1
0919860706,29803.260000000002,3
0919923901,110739.11,11
0919923902,26486.39,4
0919923903,148108.64,6
0919923904,27885.31,8
0919923905,20910.31,1
0919923906,18293.46,5
0919964201,39361.299999999996,7
0919964202,82720.40000000001,6
0919964203,57878.43,7
0919964204,11933.7,6
0919964205,52209.92,10
0919964206,35194.450000000004,6
0919970401,43155.94,4
0919970402,25933.68,8
0919970403,35533.34,8
0919970405,12223.36,9
0919970406,88532.58,10
0920070601,31721.3,10
0920070602,10096.71,8
0920070603,36084.56,8
0920070604,27442.61,10
0920070605,76406.54,10
0920070606,50163.93,10
0920084801,33491.78,4
0920084802,33442.61,6
0920084803,48418.02,8
0920084804,37353.42,8
0920084805,20434.41,4
0920084806,36762.27,7
0920154001,45220.100000000006,6
0920154002,64345.1,8
0920154003,9024.439999999999,6
0920154004,55027.159999999996,9
0920154005,34557.05,6
0920175301,12653.79,3
0920175302,7752.71,6
0920175303,21130.43,6
0920175304,48130.42,4
0920175305,73736.39,10
0920175306,17021.73,6
0920207601,48590.14,4
0920207602,34131.13,4
0920207603,22696.71,1
0920207604,45811.45,10
0920207606,53999.96000000001,6
0920306501,23478.25,6
0920306502,87823.36,6
0920306503,69994.55,3
0920306504,93815.2,10
0920306505,24480.960000000003,8
0920306506,25517.91,8
0920322701,123934.42,10
0920322702,60245.89,10
0920322703,58032.77,10
0920322704,61081.95,10
0920322706,67721.28,10
0920352801,30491.79,4
0920352802,2262.29,3
0920352803,34008.18,4
0920352804,36245.88,4
0920352805,31303.239999999998,8
0920352806,16893.43,4
0920414901,182690.19,10
0920414902,39179.33,7
0920414903,50137.8,10
0920414906,27097.809999999998,4
0920461201,40674.020000000004,8
0920461202,76276.20999999999,8
0920461203,17900.55,4
0920461205,18397.78,10
0920461206,119088.39,11
0920505401,11739.13,6
0920505402,70336.93,10
0920505403,192961.92,8
0920505404,64565.21,10
0920505405,30105.949999999997,3
0920505406,59512.46,8
0920522001,112989.1,10
0920522002,54220.079999999994,7
0920522004,36269.0,6
0920522006,34437.69,6
0920598601,62021.270000000004,6
0920598602,38331.12,4
0920598603,31662.25,3
0920598604,47136.83,1
0920598605,26754.08,3
0920598606,68203.24,10
0920602302,40113.57,4
0920602303,32282.6,8
0920602304,28423.35,4
0920602305,63220.07,8
0920602306,33749.99,8
0920634501,20719.559999999998,6
0920634502,9273.9,1
0920634503,23233.68,7
0920634505,39032.59,4
0920634506,31020.63,4
0920647801,40709.46,4
0920647803,103770.46,8
0920647804,80163.91,11
0920647805,45245.86,8
0920647806,53213.08,7
0920660701,53508.15,6
0920660703,32114.739999999998,8
0920660704,64918.020000000004,10
0920660705,77618.31,3
0920660706,54639.32,6
0920669801,103856.48999999999,6
0920669802,25524.59,8
0920669803,86631.11,7
0920669804,20454.09,6
0920669805,29468.83,8
0920669806,38557.35,6
0920688501,35217.369999999995,4
0920688502,71413.03,8
0920688503,80633.13,6
0920688504,120044.79,10
0920688505,42114.11,6
0920688506,39619.55,8
0920796701,37539.31,8
0920796702,45491.77,8
0920796703,35454.06,3
0920796704,52377.009999999995,7
0920796705,50016.369999999995,6
0920796706,98237.65,6
0920808901,29939.649999999998,8
0920808902,34395.62,8
0920808903,27391.29,6
0920808904,9097.810000000001,1
0920808905,29054.339999999997,4
0920808906,71853.23999999999,4
0920827201,35055.22,6
0920827202,22499.99,8
0920827203,17303.86,4
0920827204,49161.850000000006,4
0920827206,26602.2,4
0920873401,49265.19,10
0920873402,39961.939999999995,6
0920873403,37663.03,6
0920873404,80838.56,10
0920873405,71535.28,6
0920873406,86448.87999999999,5
0921017601,29508.19,8
0921017602,22357.36,6
0921017603,52490.14,4
0921017606,16721.3,8
0921040001,12472.82,8
0921040002,10418.47,6
0921040003,65592.39,8
0921040004,22817.9,3
0921040005,45100.729999999996,8
0921040006,26413.04,8
0921130301,39776.07,8
0921130303,16889.67,6
0921130304,27474.43,3
0921130305,101176.56,1
0921281001,99195.62,11
0921281002,51911.39,11
0921281003,38152.17,10
0921281004,167038.01,6
0921281005,35510.86,9
0921281006,112128.0,10
0921296401,58814.969999999994,10
0921296402,93179.32,10
0921296403,66154.87,10
0921296404,266086.9,10
0921314301,51358.68,8
0921314302,112499.97,7
0921314302,112499.97,8
0921314302,112499.97,8
0921314303,122038.01000000001,10
0921314304,23478.26,10
0921314305,66032.6,10
0921397901,47621.72,6
0921397902,36327.69,7
0921397903,43630.42,6
0921397904,88317.35,6
0921397905,53339.65,6
0921400202,99646.39,6
0921400203,68527.26000000001,4
0921400203,68527.26000000001,6
0921400204,75132.56999999999,4
0921400205,70408.81999999999,5
0921400206,35080.1,5
0921495501,150407.59,10
0921495502,55271.729999999996,8
0921495503,30918.89,6
0921495504,53024.64,6
0921495505,32644.55,7
0921495506,51358.69,10
0921519701,41557.37,10
0921519702,12909.82,3
0921519703,16721.3,5
0921519704,38139.33,9
0921519705,89508.17,10
0921519706,156270.47,6
0921539601,55081.95,10
0921539602,72811.47,10
0921539603,70450.8,3
0921539604,85829.49,4
0921539605,51147.53,10
0921539606,45983.59,10
0921597401,106679.33,4
0921597402,148230.89,4
0921597403,33726.51,10
0921597404,40793.46,6
0921597405,290005.38,8
0921597406,94475.48999999999,8
0921622601,22573.75,6
0921622602,52524.57,8
0921622603,52917.99,6
0921622603,52917.99,6
0921622604,39221.28,10
0921622605,26508.14,1
0921622606,26704.91,6
0921705801,57713.09,5
0921705802,48698.34,6
0921705803,40081.939999999995,4
0921705804,38114.740000000005,7
0921705805,14754.09,7
0921705806,47458.990000000005,8
0921738001,41991.81,5
0921738002,52841.24,6
0921738003,27073.35,8
0921738004,54821.729999999996,8
0921738005,22744.550000000003,7
0921738006,7043.47,9
0921749801,103795.05,10
0921749802,62213.09,10
0921749803,129098.34,11
0921775901,44413.04,6
0921775902,25777.15,8
0921775904,62364.12,10
0921775905,44828.78,8
0921793002,52605.96,6
0921793003,165839.65,7
0921793004,96358.69,4
0921793005,160366.28,9
0921889201,105293.99,10
0921889202,63917.380000000005,4
0921889203,27338.100000000002,6
0921889204,40972.35,6
0921889206,54435.05,6
0921889206,54435.05,6
0921914301,24197.26,5
0921914302,128641.28,10
0921914304,65651.04000000001,5
0921914305,92934.76000000001,6
0921914306,41453.79,9
0922119501,36538.02,6
0922119502,75815.19,6
0922119503,34630.42,9
0922119506,75717.36,6
0922134401,52972.80999999999,10
0922134402,70214.66,8
0922134403,47494.549999999996,10
0922134404,44339.659999999996,6
0922134405,41294.82,8
0922134406,49671.18,6
0922135701,55081.96,10
0922135702,64549.17,10
0922135703,29286.87,5
0922135704,91207.31999999999,6
0922135704,91207.31999999999,6
0922135704,91207.31999999999,8
0922135705,75270.45999999999,3
0922135706,76273.72,6
0922233603,7868.83,6
0922233604,26658.16,8
0922233605,107434.39,10
0922259802,106967.19,11
0922259803,236516.0,10
0922259804,72737.68,6
0922259806,196229.47,10
0922388301,141847.78,10
0922388302,188608.66,11
0922388303,205972.80000000002,10
0922388304,100222.79000000001,10
0922388305,58695.63,8
0922388306,117929.31,10
0922391001,82173.9,10
0922391002,39130.43,8
0922391003,101005.41,9
0922391004,53926.61,11
0922391005,187092.37,10
0922391006,85597.81,10
0922425501,58695.65,10
0922425502,57384.76,10
0922425503,24749.98,4
0922425505,28736.39,6
0922425506,54171.18,8
0960001213,70806.59,4
0960001215,44850.79,5
0960001216,12157.45,6
0960001217,35278.990000000005,6
0960001218,143403.25999999998,10
0960001419,31255.42,4
0960001420,34043.450000000004,4
0960001421,17608.69,6
0960001422,60163.04,8
0960001423,61630.399999999994,4
0960001424,18403.510000000002,6
0960001701,48688.5,4
0960001702,17852.44,4
0960001703,55327.85,8
0960001705,12688.51,1
0960001706,86281.94,4
0960001907,43214.64,3
0960001908,48343.65,5
0960001909,51065.21,10
0960001910,60035.829999999994,6
0960001911,23654.32,11
0960001912,21130.43,5
0960004011,93079.04,8
0960004012,98828.76,4
0960004013,21521.73,3
0960004014,33749.98,4
0960004015,48130.42,6
0960004316,17608.69,6
0960004317,31108.68,5
0960004318,68576.04,4
0960004319,11519.01,1
0960004320,60603.23,8
0960004601,72983.56999999999,7
0960004602,41803.26,8
0960004603,120506.25000000001,8
0960004604,34229.490000000005,4
0960004605,49162.85,6
0960004806,35409.83,8
0960004807,25839.33,6
0960004808,49844.24,6
0960004809,35409.83,6
0960004810,45786.869999999995,3
0960008216,35378.45,6
0960008217,43682.32,6
0960008218,69648.05,6
0960008219,36633.96,6
0960008220,52259.66,3
0960008501,53755.41,4
0960008501,53755.41,5
0960008502,67157.59,4
0960008503,54684.75,8
0960008504,35217.39,4
0960008505,23429.329999999998,1
0960008706,22229.48,3
0960008707,19101.63,3
0960008708,34499.99,4
0960008709,13180.32,1
0960008710,24481.949999999997,3
0960008911,102179.32,3
0960008913,39252.69,6
0960008914,71652.67,8
0960008915,5869.55,1
0960009016,40607.590000000004,8
0960009017,21140.2,4
0960009018,44364.12,4
0960009019,22451.07,4
0960009020,27855.97,6
0960009401,23576.07,6
0960009402,52581.509999999995,5
0960009403,14282.599999999999,4
0960009404,25043.460000000003,4
0960009405,42446.72,4
0960009606,25691.79,6
0960009607,42196.700000000004,3
0960009608,17803.260000000002,1
0960009610,24511.440000000002,4
0960009811,49745.880000000005,10
0960009812,29122.6,4
0960009813,33432.78,3
0960009814,26262.27,6
0960009815,42917.68,8
0960011303,61410.31,8
0960011305,169858.34,11
0960011507,11152.17,4
0960011508,28663.03,3
0960011711,49524.57,3
0960011713,40180.31,4
0960011714,39545.88,6
0960011918,46161.17999999999,8
0960011919,44021.73,3
0960011920,38690.21,4
0960012201,49475.12,6
0960012202,28720.43,3
0960012203,28243.089999999997,5
0960012204,11038.66,1
0960012205,33891.700000000004,8
0960012406,22499.989999999998,6
0960012408,62706.509999999995,6
0960012408,62706.509999999995,8
0960012409,36684.77,7
0960012410,20836.94,8
0960012611,28327.86,9
0960012612,24639.33,3
0960012613,30759.8,6
0960012614,59814.56,4
0960012615,25081.96,6
0960012816,15221.3,6
0960012817,30452.43,3
0960012819,29950.81,3
0960012820,24678.170000000002,8
0960014002,34799.66,4
0960014003,125584.2,1
0960014004,59451.84,11
0960014005,36513.53,10
0960014306,28614.11,10
0960014307,45547.8,6
0960014308,26373.88,6
0960014309,29347.82,9
0960014310,82198.36,8
0960014511,17266.3,4
0960014512,25699.88,3
0960014513,33652.17,6
0960014514,87275.51,8
0960014516,38973.89,3
0960014717,92815.05,4
0960014718,61873.74,3
0960014719,40180.31,5
0960014720,26811.14,1
0960015207,12256.9,5
0960015208,15812.140000000001,9
0960015209,48505.51,6
0960015210,68220.96,9
0960015411,41028.24,6
0960015413,12286.93,6
0960015414,22167.36,8
0960015415,23478.249999999996,6
0960015616,81904.91,4
0960015617,19155.72,7
0960015618,27266.54,6
0960015619,40868.82,6
0960015620,32459.0,1
0960015901,63611.39,4
0960015902,29470.100000000002,8
0960015903,117802.15,10
0960015904,82027.15,8
0960015905,34943.47,8
0960017017,45929.33,6
0960017018,60456.509999999995,6
0960017019,45146.73,6
0960017021,66585.3,3
0960017301,148871.72,4
0960017302,59346.19,6
0960017303,29347.82,8
0960017305,22059.78,6
0960017506,24293.149999999998,6
0960017507,19076.08,6
0960017508,24187.47,6
0960017509,19369.55,4
0960017510,40769.009999999995,6
0960017711,54236.04,4
0960017712,36885.23,8
0960017713,53950.81,8
0960017714,31204.89,4
0960017715,114098.33,10
0960017716,54098.340000000004,8
0960018006,35217.38,4
0960018007,53099.98,4
0960018008,29347.82,3
0960018311,42260.86,4
0960018312,28162.629999999997,8
0960018313,113595.6,1
0960018314,33749.979999999996,8
0960018315,61630.39,6
0960018516,26887.489999999998,6
0960018517,27047.93,5
0960018518,15285.3,3
0960018519,31685.829999999998,6
